,Pension - Accumulated Benefit Obligation,Pension - Long-Term Asset,Pension Actual Return on Plan Assets,Pension Beginning Plan Assets,Pension Employer Contribution,Employer Contributions - Expected Next Year,Pension - Current Liability,Pension Benefits Paid,Pension - Projected Benefit Obligation,Pension Plans - Interest Cost,Pension Plan Assets,Pension Plans - Other Periodic Cost Components (Net),Periodic Postretirement Benefit Cost (Net),Pension Plans - Rate of Compensation Increase,Pension Plans - Anticipated Long-Term Rate of Return on Plan Assets,Pension Plans - Return on Plan Assets (Expected),Pension Plans - Service Cost,Postretirement - Long-Term Asset,Post Retirement Actual Return on Plan Assets,Postretirement Benefit Asset,Postretirement Benefit Obligation,Postretirement Employer Contributions,Postretirement Interest Cost,Postretirement - Current Liability,Postretirement - Long-Term Liability,Postretirement Other Adjustments (Plan Assets),Postretirement Other Adjustments (Net Benefit Asset/Liability),Postretirement Net Total Other Costs,Postretirement Benefits Paid,Postretirement Participant Contributions,Postretirement Prior Service,Postretirement Service Cost,Global Company Key,Record_Date
1306,8561.3,0.0,68.48095877538648,2265.277254474357,45.56636421920317,356.0,1.242,127.78401471038921,9326.052,54.008472518844215,7019.09,29.730194946974425,-17.184,4.19,7.0,-93.69901283491096,37.20354439252336,0.0,80.011,-443.209,1181.075,48.203,28.597,38.963,404.246,0.0,24.365,-29.401,113.786,37.176,-83.581,24.5,7366,2020-12-31
1307,7965.5,0.0,68.48095877538648,2265.277254474357,45.56636421920317,200.0,3.735,127.78401471038921,8591.22,54.008472518844215,7158.126,29.730194946974425,-25.58,4.19,6.75,-93.69901283491096,37.20354439252336,0.0,57.965,-418.363,1189.682,32.773,21.278,42.0,376.363,0.0,27.138,-30.216,79.308,22.023,-61.488,26.578,7366,2021-12-31
1308,5840.0,0.0,68.48095877538648,2265.277254474357,45.56636421920317,267.0,1.112,127.78401471038921,6318.506,54.008472518844215,5382.164,29.730194946974425,-12.597,4.19,6.75,-93.69901283491096,37.20354439252336,0.0,-122.184,-242.03,865.854,52.835,27.306,42.484,199.546,0.0,-133.656,-21.217,100.632,22.486,-45.167,24.734,7366,2022-12-31
1309,87.6,0.0,12.753,66.771,3.677,3.4,0.393,2.821,100.891,3.426,80.38,1.618,1.691,3.0,7.0,-4.694,2.171,0.0,5.192,-14.553,55.166,1.601,1.984,0.0,14.553,0.0,-0.0892080745341601,1.319,0.802,0.0,-18.609389578333904,0.839,7368,2019-12-31
1310,101.7,0.0,8.289,80.38,3.4,3.4,0.398,3.148,115.861,3.099,88.921,2.059,1.191,3.0,7.0,-5.635,2.434,0.0,3.988,-7.884,52.776,1.094,1.699,0.0,7.884,0.0,-0.0892080745341601,1.352,0.803,0.0,0.0,0.993,7368,2020-12-31
1311,100.4,0.0,11.798,88.921,3.4,3.4,0.398,3.369,113.71,2.706,100.75,2.868,-0.462,3.0,7.0,-6.225,2.696,1.272,5.776,1.272,49.396,0.828,1.236,0.0,0.0,0.0,-0.0892080745341601,0.527,0.828,0.0,0.0,0.917,7368,2021-12-31
1312,79.4,0.0,-14.346,100.75,1.9,2.0,0.529,3.476,87.788,3.042,84.828,1.673,-1.423,3.0,7.0,-7.041,2.363,11.12,-6.639,11.12,32.909,0.85,1.325,0.0,0.0,0.0,-0.0892080745341601,0.0,0.85,0.0,0.0,0.799,7368,2022-12-31
1313,123.9,0.0,4.7,88.2,0.3,40.81427289719626,0.0,3.1,126.5,2.4,88.1,3.3,-0.725916288989603,2.75,4.8,-4.4,0.0,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7401,2020-05-30
1314,135.5,0.0,6.6,88.1,5.0,40.81427289719626,0.0,3.5,140.9,2.2,109.9,5.4,-0.725916288989603,3.2,4.8,-4.6,0.0,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7401,2021-06-30
1315,250.1,0.0,-23.7,109.9,5.0,11.9,0.0,16.8,257.1,6.3,237.5,4.2,-0.725916288989603,3.0369617956064947,5.1,-12.4,0.0,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7401,2022-05-28
1316,196.5,10.9,-12.0,237.5,11.7,4.6,0.0,24.2,199.8,9.2,210.7,2.2,-0.725916288989603,3.0369617956064947,6.8,-13.0,0.0,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7401,2023-06-03
1317,558.183,75.066,98.21,443.112,5.537,7.6,5.944,24.452,603.551,18.803,515.858,12.881,1.814,2.93,7.09,-38.644,10.342,0.0,0.0,-28.151,28.151,2.995,0.996,2.406,25.745,0.0,12.547,0.464,3.375,0.38,-1.519,0.354,7420,2019-12-31
1318,619.167,97.545,87.769,515.858,5.596,7.7,6.6,24.496,670.857,14.905,586.822,17.112,1.863,2.93,7.1,-34.029,12.094,0.0,0.0,-32.225,32.225,2.322,0.716,2.849,29.376,0.0,16.686,0.751,2.692,0.37,-1.125,0.396,7420,2020-12-31
1319,608.436,163.283,80.366,586.822,5.543,7.7,6.569,25.117,654.362,11.518,651.986,15.388,2.113,4.58,7.13,-37.368,12.91,0.0,0.0,-29.831,29.831,2.676,0.476,2.739,27.092,0.0,13.57,1.239,3.021,0.345,-0.767,0.398,7420,2021-12-31
1320,459.63,141.643,-115.105,651.986,5.032,8.2,3.712,26.377,490.365,14.377,514.218,11.489,1.821,4.61,8.77,-49.646,12.281,0.0,0.0,-22.538,22.538,2.326,0.59,2.226,20.312,0.0,6.445,0.904,2.585,0.259,-0.429,0.327,7420,2022-12-31
1321,24480.0,230.0,3181.0,20973.0,207.0,200.0,63.0,1430.0,25866.0,776.0,23022.0,488.0,50.0,4.1,7.0,-1339.0,382.0,0.0,187.0,-904.0,2242.0,3.0,82.0,4.0,900.0,0.0,663.0,6.0,112.0,0.0,-262.0,43.0,7435,2019-12-31
1322,26622.0,630.0,3173.0,23022.0,153.0,200.0,67.0,1378.0,28146.0,616.0,25321.0,657.0,45.0,3.21,6.75,-1325.0,413.0,0.0,147.0,-1021.0,2397.0,3.0,62.0,4.0,1017.0,-5.0,713.0,19.0,107.0,0.0,-230.0,43.0,7435,2020-12-31
1323,24789.0,943.0,1400.0,25321.0,177.0,200.0,73.0,1628.0,26046.0,458.0,24969.0,635.0,44.0,3.21,6.5,-1381.0,450.0,0.0,93.0,-928.0,2281.0,3.0,43.0,5.0,923.0,-6.0,538.0,26.0,113.0,0.0,-197.0,53.0,7435,2021-12-31
1324,17781.0,1225.0,-4161.0,24969.0,155.0,300.0,66.0,1761.0,18577.0,542.0,18539.0,453.0,33.0,3.37,6.0,-1234.0,384.0,0.0,-218.0,-780.0,1797.0,3.0,52.0,11.0,769.0,-6.0,332.0,11.0,115.0,0.0,-166.0,42.0,7435,2022-12-31
1325,812.0,0.0,122.1,598.0,32.9,0.0,1.6,53.4,854.0,31.9,699.6,7.4,-3.7,3.9,7.25,-44.2,9.3,37.5,29.5,23.9,149.8,1.1,7.3,0.7,12.9,0.0,16.0,-4.4,14.7,3.5,-36.3,3.9,7437,2019-12-31
1326,931.2,0.0,93.0,699.6,21.2,0.0,2.2,54.4,965.7,27.9,759.4,12.6,-8.7,3.61,6.75,-42.7,10.7,34.2,20.9,18.4,167.6,0.8,5.0,0.6,15.2,0.0,23.0,-7.3,12.6,3.2,-28.3,3.3,7437,2020-12-31
1327,875.5,0.0,23.1,759.4,19.7,0.0,2.1,56.5,911.7,24.6,745.7,18.6,-6.5,3.58,6.5,-43.4,11.0,64.8,22.8,53.6,148.2,0.7,4.4,1.4,9.8,0.0,-12.7,-4.6,10.6,2.9,-20.7,3.6,7437,2021-12-31
1328,724.5,0.0,-130.5,745.7,2.1,0.0,2.1,58.9,739.7,27.2,568.6,11.3,-9.3,3.58,6.0,-41.5,9.3,58.8,-33.0,52.2,110.4,0.3,4.4,0.2,6.4,0.0,-9.2,-7.1,9.2,2.7,-13.2,3.0,7437,2022-12-31
1329,441.755,0.0,68.48095877538648,2265.277254474357,45.56636421920317,7.768,0.357,127.78401471038921,471.51,54.008472518844215,351.642,29.730194946974425,-2.1,3.0369617956064947,5.136904919479373,-93.69901283491096,37.20354439252336,20.106,12.966,20.106,65.979,0.228,2.681,0.0,0.0,0.0,0.0,-1.033,5.159,2.197,0.0,1.046,7449,2019-12-31
1330,469.842,0.0,68.48095877538648,2265.277254474357,45.56636421920317,13.715,0.181,127.78401471038921,510.109,54.008472518844215,367.542,29.730194946974425,-3.644,3.0369617956064947,5.136904919479373,-93.69901283491096,37.20354439252336,31.485,10.307,31.485,61.99,0.343,1.536,0.0,0.0,0.0,0.0,-1.481,5.382,2.122,0.0,1.468,7449,2020-12-31
1331,411.228,0.0,68.48095877538648,2265.277254474357,45.56636421920317,12.852,0.193,127.78401471038921,448.858,54.008472518844215,352.716,29.730194946974425,-4.677,3.0369617956064947,5.136904919479373,-93.69901283491096,37.20354439252336,36.887,7.024,36.887,61.001,0.0,1.11,0.0,0.0,-0.393,0.0,-1.699,3.604,1.386,0.0,1.448,7449,2021-12-31
1332,296.19,0.0,68.48095877538648,2265.277254474357,45.56636421920317,21.109,0.214,127.78401471038921,320.994,54.008472518844215,261.906,29.730194946974425,-4.37,3.0369617956064947,5.136904919479373,-93.69901283491096,37.20354439252336,35.131,-15.519,35.131,44.365,0.759,1.401,0.0,0.0,0.0,0.0,-1.55,5.075,1.443,0.0,1.354,7449,2022-12-31
1333,615.0,0.0,103.0,505.0,59.0,0.0,7.044454693729613,26.0,671.0,22.0,641.0,6.0,2.0,4.46,7.95,-40.0,12.0,0.0,4.0,-61.0,87.0,5.0,3.0,0.0,61.0,0.0,10.0,0.0,6.0,0.0,0.0,1.0,7450,2019-12-31
1334,683.0,0.0,85.0,641.0,2.0,0.0,7.044454693729613,27.0,754.0,20.0,701.0,13.0,2.0,4.73,8.25,-51.0,15.0,0.0,3.0,-54.0,81.0,4.0,2.0,0.0,54.0,0.0,5.0,0.0,6.0,0.0,0.0,1.0,7450,2020-12-31
1335,672.0,43.0,111.0,701.0,2.0,0.0,7.044454693729613,28.0,743.0,16.0,786.0,15.0,1.0,4.8,8.25,-55.0,18.0,0.0,4.0,-47.0,76.0,3.0,1.0,0.0,47.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,7450,2021-12-31
1336,520.0,108.0,-110.0,786.0,3.0,0.0,2.0,30.0,569.0,18.0,649.0,11.0,1.0,4.8,8.25,-57.0,17.0,0.0,-4.0,-35.0,59.0,3.0,2.0,0.0,35.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,7450,2022-12-31
1337,2007.997043255913,136.81829301033792,-42.889,2853.69,537.832,73.01,7.044454693729613,139.133,3352.127,24.869,3196.814,0.325,-0.725916288989603,0.9,5.136904919479373,-24.841,108.316,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7471,2020-03-31
1338,2007.997043255913,136.81829301033792,328.113,3110.113,70.867,76.735,7.044454693729613,133.976,3271.313,24.394,3395.614,0.145,-0.725916288989603,1.0,5.136904919479373,-22.866,83.823,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7471,2021-03-31
1339,2007.997043255913,136.81829301033792,111.376,3092.7,17.903,54.663,7.044454693729613,136.714,2881.27,24.21,3095.344,-0.889,-0.725916288989603,0.8,5.136904919479373,-24.268,67.501,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7471,2022-03-31
1340,2007.997043255913,136.81829301033792,-103.206,2827.515,148.98,65.399,7.044454693729613,111.872,2455.394,26.516,2777.492,0.286,-0.725916288989603,0.9,5.136904919479373,-30.699,95.639,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7471,2023-03-31
1341,263.1,0.0,-11.6,155.1,5.8,20.0,2.7,18.2,264.7,9.1,131.1,6.2,-0.3,3.0369617956064947,7.5,-12.0,0.4,0.0,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7486,2020-03-31
1342,258.9,0.0,47.8,131.1,21.5,13.0,18.7,17.1,260.6,7.9,183.3,7.1,-0.3,3.0369617956064947,7.5,-11.5,0.4,0.0,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7486,2021-03-31
1343,228.1,0.0,7.6,183.3,5.0,0.0,1.5,16.0,228.6,7.3,179.9,6.9,-0.3,3.0369617956064947,7.5,-12.9,0.3,0.0,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7486,2022-03-31
1344,194.4,0.0,-12.0,179.9,1.5,0.0,1.4,16.1,194.9,8.1,153.3,5.7,-0.3,3.0369617956064947,7.0,-11.6,0.2,0.0,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7486,2023-03-31
1345,57.864,0.0,6.367,51.17,0.283,0.0,0.0,2.677,60.784,2.132,55.143,1.964,-1.235,3.5,7.0,-3.484,1.098,0.0,0.0,-16.257,16.257,0.799,0.581,0.968,15.289,0.0,7.091,-2.034,0.799,0.0,-6.479,0.218,7512,2019-12-31
1346,63.942,0.0,2.681,55.143,0.0,0.0,0.0,2.735,67.488,1.821,55.089,1.962,-1.118,3.5,6.75,-3.612,1.365,0.0,0.0,-18.076,18.076,0.794,0.495,0.989,17.087,0.0,8.389,-1.914,0.794,0.0,-4.047,0.301,7512,2020-12-31
1347,61.237,0.029,13.51,55.089,0.5,0.0,0.0,2.732,66.338,1.526,66.367,2.448,-0.841,5.0,6.5,-3.473,1.647,0.0,0.0,-16.85,16.85,0.85,0.402,0.991,15.859,0.0,6.682,-1.588,0.85,0.0,-1.876,0.345,7512,2021-12-31
1348,45.802,9.827,-4.908,66.367,0.0,0.0,0.0,2.706,48.926,1.793,58.753,1.057,-0.399,5.0,6.25,-4.046,1.553,0.0,0.0,-12.053,12.053,0.802,0.45,0.927,11.126,0.0,1.523,-1.168,0.802,0.0,-0.313,0.319,7512,2022-12-31
1349,27.1,0.4,-0.5,0.0,1.6,2.0,0.3,0.3,33.9,54.008472518844215,20.6,29.730194946974425,0.7,3.0,2.5,-93.69901283491096,37.20354439252336,0.0,0.0,-18.6,18.6,0.0,8.668284632641615,3.5,15.1,0.0,-0.7,-8.89376460721275,0.0,0.0,0.0,4.729807272727272,7526,2023-01-01
1350,868.316,34.749,129.783,1170.405,12.171,13.9,7.044454693729613,45.524,953.108,33.382,786.637,152.489,-0.6,3.3,4.5,-48.661,29.804,0.0,0.0,-9.274,9.274,0.0,0.211,11.252293878825734,9.274,0.0,3.297,-0.866,0.0,0.0,0.0,0.055,7549,2020-10-03
1351,832.053,50.139,40.27,786.637,13.518,13.1,7.044454693729613,13.569,910.082,19.38,768.279,13.46,-0.337,3.5,5.0,-34.645,27.778,0.0,0.0,-6.281,6.281,0.0,0.124,11.252293878825734,6.281,0.0,6.042,-0.513,0.0,0.0,0.0,0.052,7549,2021-10-02
1352,611.225,10.672,-204.222,768.279,13.534,11.7,7.044454693729613,17.981,658.685,20.659,536.717,19.801,-1.151,3.8,5.0,-33.204,24.075,0.0,0.0,-3.674,3.674,0.0,0.09,11.252293878825734,3.674,0.0,7.579,-1.274,0.0,0.0,0.0,0.033,7549,2022-10-01
1353,6536.0,126.0,1061.0,5111.0,11.0,40.81427289719626,3.0,994.0,6541.0,238.0,5242.0,420.0,-18.0,0.0,6.85,-360.0,2.0,87.0,33.0,87.0,73.0,0.0,3.0,0.0,0.0,0.0,42.0,-11.0,6.0,0.0,-20.0,0.0,7585,2019-12-31
1354,7281.0,152.0,818.0,5242.0,12.0,40.81427289719626,3.0,172.0,7284.0,173.0,5963.0,70.0,-20.0,0.0,6.85,-310.0,2.0,110.0,26.0,110.0,71.0,0.0,2.0,0.0,0.0,0.0,23.0,-12.0,5.0,0.0,-5.0,0.0,7585,2020-12-31
1355,7073.0,232.0,244.0,5963.0,12.0,40.81427289719626,3.0,183.0,7075.0,136.0,6027.0,83.0,-12.0,0.0,6.75,-334.0,1.0,108.0,9.0,108.0,78.0,0.0,1.0,0.0,0.0,0.0,31.0,-2.0,4.0,0.0,0.0,0.0,7585,2021-12-31
1356,5015.0,70.0,-1509.0,6027.0,11.0,40.81427289719626,3.0,180.0,5016.0,157.0,4168.0,74.0,-6.0,0.0,6.76,-347.0,1.0,31.0,-41.0,31.0,103.0,0.0,2.0,0.0,0.0,0.0,70.0,4.0,11.0,0.0,46.0,0.0,7585,2022-12-31
1357,2007.997043255913,5.353,70.893,487.094,25.915,31.2,8.81,41.247,883.269,27.835,547.484,15.07,5.23,3.28,5.05,-25.719,7.964,0.0,0.0,-108.401,108.401,2.333,3.864,5.234,103.167,0.0,-3.307,-0.193,4.263,1.93,0.0,1.559,7620,2019-12-31
1358,2007.997043255913,4.572,48.115,547.484,30.178,36.6,9.468,46.066,981.467,21.127,586.72,32.488,2.143,3.04,4.43,-24.316,7.967,0.0,0.0,-108.378,108.378,1.77,2.626,5.298,103.08,0.0,3.707,-1.856,3.995,2.225,0.0,1.373,7620,2020-12-31
1359,2007.997043255913,5.535,33.687,586.72,31.607,38.2,10.144,38.866,939.38,14.784,611.302,21.156,3.337,3.04,4.25,-19.222,8.199,0.0,0.0,-96.133,96.133,1.093,2.071,4.867,91.266,0.0,-13.233,-0.029,3.741,2.648,-5.002,1.295,7620,2021-12-31
1360,2007.997043255913,3.584,-133.395,611.302,41.145,32.2,9.693,47.504,663.073,22.747,450.944,15.414,2.032,3.5,6.24,-36.458,7.875,0.0,0.0,-67.679,67.679,2.08,2.211,4.83,62.849,0.331,-42.129,-1.147,4.694,2.283,-4.47,0.968,7620,2022-12-31
1361,6.339,0.0,0.972,4.737,0.031,0.15,0.0,0.357,6.339,0.242,5.383,0.097,-0.725916288989603,3.0369617956064947,7.0,-0.184,0.0,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7636,2019-12-31
1362,6.749,0.0,0.623,5.383,0.15,0.112,0.0,0.348,6.749,0.191,5.808,0.081,-0.725916288989603,3.0369617956064947,6.25,-0.206,0.0,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7636,2020-12-31
1363,6.298,0.0,0.294,5.808,0.119,0.1,0.0,0.344,6.298,0.151,5.877,0.085,-0.725916288989603,3.0369617956064947,5.25,-0.193,0.0,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7636,2021-12-31
1364,4.783,0.0,-1.148,5.877,0.2,0.2,0.0,0.33,4.783,0.162,4.599,0.067,-0.725916288989603,3.0369617956064947,4.5,-0.156,0.0,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7636,2022-12-31
1365,636.3,24.8,39.2,283.5,26.4,40.81427289719626,11.9,23.9,674.7,13.6,315.7,-0.2,5.5,2.9,4.3,-12.1,20.7,0.0,0.0,-33.8,33.8,9.4,1.5,2.0,31.8,-7.1,4.8,3.4,2.5,0.2,0.7,0.6,7637,2019-12-31
1366,2040.0,70.7,46.0,315.7,58.2,40.81427289719626,15.1,24.6,2145.8,13.5,1354.6,1.5,2.9,2.9,4.3,-19.9,23.5,0.0,0.0,-188.8,188.8,1.7,1.4,16.3,172.5,-0.2,5.7,0.3,1.6,0.1,0.6,1.2,7637,2020-12-31
1367,1860.0,117.2,141.7,1354.6,97.0,40.81427289719626,14.6,52.8,1946.6,31.6,1366.4,-14.3,6.2,3.1,5.1,-66.1,38.6,0.0,0.0,-188.4,188.4,18.3,2.6,16.1,172.3,0.0,21.7,0.2,20.7,2.4,-3.7,3.4,7637,2021-12-31
1368,1310.0,118.3,-138.1,1366.4,25.6,40.81427289719626,14.6,54.1,1379.0,36.8,1067.1,3.0,2.9,3.7,5.0,-64.6,32.6,0.0,0.0,-137.5,137.5,10.2,3.7,15.4,122.1,0.0,-22.0,-4.2,14.7,4.5,-3.7,3.4,7637,2022-12-31
1369,21121.0,6011.0,3688.0,23223.0,111.0,113.0,7.044454693729613,1435.0,21167.0,771.0,25637.0,179.0,12.0,4.245,4.865,-1282.0,18.0,0.0,5.0,-790.0,989.0,24.0,38.0,11.252293878825734,790.0,0.0,48.0,-26.0,185.0,103.0,-6.0,5.0,7647,2019-12-31
1370,22685.0,6589.0,3132.0,25637.0,109.0,122.0,7.044454693729613,1272.0,22772.0,639.0,27643.0,240.0,60.0,4.055,4.385,-1291.0,21.0,0.0,1.0,-864.0,1007.0,6.0,32.0,11.252293878825734,864.0,1.0,66.0,27.0,174.0,110.0,-4.0,5.0,7647,2020-12-31
1371,21460.0,7729.0,1222.0,27643.0,111.0,121.0,7.044454693729613,1233.0,21545.0,526.0,27694.0,280.0,46.0,4.23,3.815,-1292.0,28.0,0.0,0.0,-811.0,928.0,38.0,24.0,11.252293878825734,811.0,0.0,4.0,20.0,171.0,107.0,-3.0,5.0,7647,2021-12-31
1372,15383.0,6543.0,-5126.0,27694.0,30.0,115.0,7.044454693729613,1212.0,15441.0,565.0,20872.0,219.0,18.0,4.125,3.96,-1322.0,29.0,0.0,2.0,-593.0,700.0,45.0,25.0,11.252293878825734,593.0,0.0,-187.0,-9.0,161.0,104.0,-1.0,4.0,7647,2022-12-31
1373,3117.0,178.0,340.0,2222.0,23.0,26.0,13.0,180.0,3128.0,85.0,2435.0,76.0,-4.0,3.0369617956064947,3.6,-74.0,7.0,0.0,5.809931996748849,-17.0,17.0,9.571354472445305,1.0,2.0,15.0,0.642124518966465,4.0,-5.0,18.182695783962522,2.344156999442276,-3.0,0.0,7648,2019-12-31
1374,3302.0,199.0,286.0,2435.0,89.0,25.0,15.0,217.0,3313.0,64.0,2646.0,35.0,-2.0,3.0369617956064947,2.8,-64.0,6.0,0.0,5.809931996748849,-16.0,16.0,9.571354472445305,0.0,2.0,14.0,0.642124518966465,6.0,-2.0,18.182695783962522,2.344156999442276,0.0,0.0,7648,2020-12-31
1375,2977.0,300.0,15.0,2646.0,17.0,15.0,13.0,177.0,2987.0,42.0,2485.0,-117.0,1.0,3.0369617956064947,2.1,-55.0,6.0,0.0,5.809931996748849,-14.0,14.0,9.571354472445305,0.0,1.0,13.0,0.642124518966465,5.0,1.0,18.182695783962522,2.344156999442276,0.0,0.0,7648,2021-12-31
1376,2158.0,212.0,-549.0,2485.0,67.0,20.0,13.0,168.0,2165.0,51.0,1750.0,8.0,1.0,3.0369617956064947,5.0,-93.0,5.0,0.0,5.809931996748849,-7.0,7.0,9.571354472445305,0.0,2.0,5.0,0.642124518966465,-6.0,1.0,18.182695783962522,2.344156999442276,0.0,0.0,7648,2022-12-31
1377,50.35,4.294,5.752,40.626,3.173,2.0,0.101,3.626,50.35,1.884,46.313,1.584,-0.725916288989603,3.0369617956064947,4.7,-1.899,0.0,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7658,2019-12-31
1378,52.873,3.881,5.308,46.313,1.841,1.2,0.102,3.62,52.873,1.483,50.26,1.412,-0.725916288989603,3.0369617956064947,4.2,-1.85,0.0,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7658,2020-12-31
1379,50.367,1.356,0.226,50.26,1.169,1.2,0.061,3.675,50.367,0.947,47.94,1.562,-0.725916288989603,3.0369617956064947,3.3,-1.603,0.0,24.42853837924579,5.809931996748849,-169.91674436090227,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,178.89253634420098,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7658,2021-12-31
1380,36.09,1.105,-10.263,47.94,1.228,1.2,0.057,3.485,36.09,1.138,34.126,1.768,-0.725916288989603,3.0369617956064947,3.3,-1.552,0.0,24.42853837924579,5.809931996748849,-0.637,279.46727845884413,9.571354472445305,8.668284632641615,11.252293878825734,0.637,0.642124518966465,-0.0892080745341601,-8.89376460721275,18.182695783962522,2.344156999442276,-18.609389578333904,4.729807272727272,7658,2022-12-31
1381,1096.427,0.0,87.402,968.449,24.621,25.0,0.0,63.676,1139.105,29.93,1016.796,45.472,10.992,4.7,6.4,-60.063,9.318,76.035,44.448,71.163,476.722,3.08,12.913,0.0,4.872,0.0,28.044,25.702,26.828,3.058,-2.401,1.609,7733,2020-09-30
1382,1060.659,0.0,122.992,1016.796,20.0,20.0,0.0,64.059,1098.456,21.686,1095.729,51.508,10.371,4.7,6.0,-58.148,9.865,149.151,47.541,144.352,431.213,3.068,9.303,0.0,4.799,0.0,26.112,28.43,26.145,3.216,-1.972,1.602,7733,2021-09-30
1383,793.555,31.377,-205.884,1095.729,20.4,8.0,0.0,65.04,813.828,22.827,845.205,43.796,-5.664,4.7,5.2,-52.294,8.758,165.22,-94.849,162.155,299.283,3.082,9.066,0.0,3.065,0.0,14.569,13.301,25.631,3.271,-1.543,1.328,7733,2022-09-30
